sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
Hunter prepared the documents and data tables for Matthew's scientific research because _ is his assistant.,Hunter prepared the documents and data tables for Matthew's scientific research because the assistant here is _.,Hunter,Matthew,1,2,['social'],1
"Samuel was blown away to find out from Lawrence that goldfish are a type of carp, so _ decided to fact check his friend.","Samuel was blown away to find out from Lawrence that goldfish are a type of carp, so the one who decided to fact check his friend was _.",Samuel,Lawrence,1,2,['social'],1
"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too light.","Jody wanted new mascara and eyeliner, either black or brown, but the one that was too light was the _.",black,brown,2,1,['physical'],1
Maria mimicked everything that Christine did at work because _ was like a fan to her.,Maria mimicked everything that Christine did at work because the one who was like a fan to her was _.,Maria,Christine,1,2,['social'],1
Maria told Monica they looked too sick to go to work and asked if they had a fever. _ went to the Doctor.,Maria told Monica they looked too sick to go to work and asked if they had a fever. The one who went to the Doctor was _.,Maria,Monica,2,2,['social'],1
"The dog loved Kevin but hated Derrick, so _ started bringing the dog treats to change its mind.","The dog loved Kevin but hated Derrick, so the one who started bringing the dog treats to change its mind was _.",Kevin,Derrick,2,2,['social'],1
The kitty ran away from Kayla and not Felicia because the kitty had known _ for many years.,The kitty ran away from Kayla and not Felicia because for many years the kitty had known _.,Kayla,Felicia,2,"2, 4","['social', 'temporal']",1
"During the summer, I like visiting the zoo more than the aquarium because the _ is inside.","During the summer, I like visiting the zoo more than the aquarium because the indoor one is the _.",zoo,aquarium,2,5,['spatial'],1
"Angela noticed the lumps on Amy 's arms that she had failed to notice, _ is just oblivious that way.","Angela noticed the lumps on Amy's arms that she had failed to notice, which is a trait of someone who is just oblivious that way, like _.",Angela,Amy,2,2,['social'],1
Kayla was the subject of a secret crush from Rebecca. _ was aware they were a secret admirer.,Kayla was the subject of a secret crush from Rebecca. The one who was aware they were a secret admirer was _.,Kayla,Rebecca,2,2,['social'],1
"Donald was able to catch the Frisbee thrown by Eric, then _ was thrown the Frisbee back.","Donald was able to catch the Frisbee thrown by Eric, and then the Frisbee was thrown back to _.",Donald,Eric,2,2,['social'],1
"Donald was able to catch the Frisbee thrown by Eric, then _ threw the Frisbee back.","Donald was able to catch the Frisbee thrown by Eric, then the Frisbee was thrown back by _.",Donald,Eric,1,2,['social'],1
Joe brought his books to school in a suitcase instead of a backpack because the _ was smaller.,"Joe brought his books to school in a suitcase instead of a backpack, as the smaller option was the _.",suitcase,backpack,2,"3, 5","['numerical', 'spatial']",1
Joseph asked Robert to clean the floor with a mop nearby because _ needs to work.,Joseph asked Robert to clean the floor with a mop nearby because the person who needs to work is _.,Joseph,Robert,2,2,['social'],1
The musician liked playing at the auditorium more than at the park because he sounded quieter at the _ .,The musician liked playing at the auditorium more than at the park because he sounded quieter at the _ .,auditorium,park,2,5,['spatial'],1
"Pho needs cilantro and beef to be tasty. However, the _ can be too savory.","Pho needs cilantro and beef to be tasty. However, the one that can be too savory is the _.",cilantro,beef,2,1,['physical'],1
Kenneth did not like Hunter because he was not a good manager. But he still respected _ because he was his superior.,"Kenneth did not like Hunter because he was not a good manager. But because he was his superior, he still respected _.",Kenneth,Hunter,2,2,['social'],1
"Paolo tries to remember what he read in the textbook, but all he can think of is the email from his friend because he read the _ ages ago.","Paolo tries to remember what he read in the textbook, but all he can think of is the email from his friend because it was ages ago that he read the _.",email,textbook,2,4,['temporal'],1
"If our relationship just started, should I get her a card or gift for Christmas? She might think I'm cheap if I give the _ .","If our relationship just started, should I get her a card or gift for Christmas? She might think I'm cheap if I give the _ .",card,gift,1,2,['social'],1
Maria planned to spring clean this weekend and told Katrina they should help too. _ expected her help.,Maria planned to spring clean this weekend and told Katrina they should help too. Her help was expected by _.,Maria,Katrina,1,2,['social'],1
Steven was disappointed as Logan asked him if he had any herb.  _ was a stoner.,Steven was disappointed as Logan asked him if he had any herb. The stoner was _.,Steven,Logan,2,2,['social'],1
Robert usually didn't like fish as much as Kyle however _ had a disliking for sardines on pizza.,"Robert usually didn't like fish as much as Kyle; however, the one with a disliking for sardines on pizza was _.",Robert,Kyle,2,3,['numerical'],1
"Monica was worried that Mary might be caught in a scam when they started their new job, but _ decided to trust their friend's judgement.","Monica was worried that Mary might be caught in a scam when they started their new job, but the decision to trust their friend's judgement was made by _.",Monica,Mary,1,2,['social'],1
She used vinegar to wipe down the cabinets hourly and a wood cleaner monthly.  The _ was overused.,"Because she used vinegar to wipe down the cabinets hourly and a wood cleaner monthly, the overused item was the _.",vinegar,cleaner,1,"3, 4","['numerical', 'temporal']",1
"Neil introduced William, who is very shy, to his friends, but _ was being very embarrassing.","Neil introduced William, who is very shy, to his friends, but the one being very embarrassing was _.",Neil,William,1,2,['social'],1
"Neil introduced William, who is very shy, to his friends, but _ was being very quiet.","Neil introduced William, who is very shy, to his friends, but the one being very quiet was _.",Neil,William,2,2,['social'],1
"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner, but _ already had some at home.","While at the store, Logan grabbed a head of lettuce for Eric to use for dinner, but the one who already had some at home was _.",Logan,Eric,2,2,['social'],1
Jeffrey asked Hunter when was the date set for the wedding because _ was his best man.,Jeffrey asked Hunter when the date was set for the wedding because the best man was _.,Jeffrey,Hunter,1,2,['social'],1
"The dancer would leave the stage and enter the hall after her dance was finished, as the _ was where she belonged during the dance.","The dancer would leave the stage and enter the hall after her dance was finished, as where she belonged during the dance was the _.",stage,hall,1,5,['spatial'],1
